"gid","name","area","status","date_create","description","polygon","type_land"
1013,"36",NULL,NULL,"2024-01-26 23:19:05.779857+03","Участок №-304","0106000020E61000000100000001030000000100000006000000E55FCB2BD7D746406C787AA52C734E40FC6EBA6587D8464027F8A6E9B3754E40EACBD24ECDDD464061C3D32B65754E406A4FC939B1DD4640000341800C754E40FE60E0B9F7DC46401FD61BB5C2724E40E55FCB2BD7D746406C787AA52C734E40",2
1014,"6",NULL,NULL,"2023-12-27 15:24:08.645047+03","Участок №503","0106000020E610000001000000010300000001000000060000004E29DB10A4F04640D415C3F912804E40F3C02AFAF3F44640D552E5D6C27F4E405676576C90F54640B992F749B77F4E405B087250C2F4464006103E94687D4E40A038807EDFEF4640CD9541B5C17D4E404E29DB10A4F04640D415C3F912804E40",2
1015,"13",NULL,NULL,"2023-11-29 20:30:45.995907+03","Участок №-1786","0106000020E61000000100000001030000000100000005000000CEE2C5C210D546406893C3279D7A4E407F4FAC53E5D54640E50AEF72117D4E401DE8A1B60DDB46406631B1F9B87C4E404F7974232CDA4640672618CE357A4E40CEE2C5C210D546406893C3279D7A4E40",3
1016,"14",NULL,NULL,"2024-01-28 20:18:23.607243+03","Участок №-1871","0106000020E610000001000000010300000001000000060000004F7974232CDA4640672618CE357A4E401DE8A1B60DDB46406631B1F9B87C4E40042159C004E0464093FDF334607C4E408DB800344ADF4640B9C15087157A4E40B6114F7633DF46409180D1E5CD794E404F7974232CDA4640672618CE357A4E40",2
1017,"42",NULL,NULL,"2023-12-21 12:51:30.232235+03","Участок №965","0106000020E61000000100000001030000000100000006000000D4EE5701BEF546408EE733A0DE704E4001F8A75489F646405DBF60376C734E401A355F251FF946406477819202734E403F8F519E79FB464021787C7BD7724E40B3B794F3C5FA4640E42F2DEA93704E40D4EE5701BEF546408EE733A0DE704E40",2
1018,"66",NULL,NULL,"2024-01-12 12:18:50.340341+03","Участок №761","0106000020E6100000010000000103000000010000000C000000850838842AF94640F92CCF83BB6B4E40B4AD669DF1F94640BAF59A1E146E4E40F8FC304278FC4640F8A6E9B3036E4E40CA3159DC7FFC4640E869C020E96D4E4063D520CCEDFE4640D8666325E66D4E40FAD170CADCFE464057CEDE196D6D4E40DA006C4084FE464088307E1AF76A4E40CADDE7F868FD4640F05014E8136B4E40541C075E2DFB4640F6D214014E6B4E4081CB63CDC8FA4640711DE38A8B6B4E40AD84EE9238F94640BE2EC37FBA6B4E40850838842AF94640F92CCF83BB6B4E40",2
1019,"88",NULL,NULL,"2023-12-22 09:05:34.555533+03","Участок №732","0106000020E610000001000000010300000001000000060000004033880FECF2464012BF620D17674E4030815B77F3F24640BFD2F9F02C674E40DA54DD239BF34640E813799274694E401E8CD82780F846409BABE63922694E40C30E63D2DFF746402F6B6281AF664E404033880FECF2464012BF620D17674E40",2
1020,"102",NULL,NULL,"2023-12-21 06:52:19.427777+03","Участок №-2858","0106000020E61000000100000001030000000100000015000000185DDE1CAEFD46407044F7AC6B644E40EC3191D26CFE4640EDD45C6E30664E4093DFA293A5004740F2B5679604664E40CFD8976C3C0247403D601E32E5654E40BFB854A52D024740412AC58EC6654E403ACB2C42B1014740384C3448C1654E40A741D13C80014740D0F1D1E28C654E4029081EDFDE0147408272DBBE47654E404E64E60297034740C1FF56B263654E4006103E94680347408A0629780A654E405B5F24B4E5024740912C6002B7644E4025ECDB49440247405D5320B3B3644E4023D74D29AF014740F5143944DC644E40DE5850189401474006D49B51F3634E40C616821C94004740C16ED8B628634E40B952CF82500047409E23F25D4A634E404D13B69F8CFF46405E85949F54634E40C097C28366FF464046EEE9EA8E634E4014083BC5AAFD4640780DFAD2DB634E40DE567A6D36FE4640C4AF58C345644E40185DDE1CAEFD46407044F7AC6B644E40",1
1021,"92",NULL,NULL,"2023-11-30 05:07:00.777049+03","Участок №289","0106000020E610000001000000010300000001000000060000003F8F519E79CF46408A1D8D43FD664E408C834BC79CCF4640739CDB847B674E40EF53556820D04640A565A4DE53694E40B5DE6FB4E3D446400307B47405694E408A9466F338D44640075DC2A1B7664E403F8F519E79CF46408A1D8D43FD664E40",1
1022,"107",NULL,NULL,"2024-02-14 08:48:14.638631+03","Участок №16","0106000020E610000001000000010300000001000000450000007767EDB60BE34640C87DAB75E2644E40252367614FE3464002F4FBFECD654E401C5C3AE63CE54640CF143AAFB1654E4098A7734529E546400FB9196EC0654E40710168942EE54640CAE2FE23D3654E40A9DDAF027CE54640CF6BEC12D5654E40A1F831E6AEE54640E6B0FB8EE1654E40C687D9CBB6E5464098309A95ED654E40A0504F1F81E54640D07B630800664E402E58AA0B78E5464044A852B307664E407C6308008EE54640F2D24D6210664E407BFA08FCE1E54640B7F1272A1B664E40D106600322E64640B24B546F0D664E4000FF942A51E646402B4CDF6B08664E40BAC0E5B166E64640A56950340F664E40815EB87361E64640EF02250516664E40BBB4E1B034E64640A6BA809719664E40FD69A33A1DE646400FF27A3029664E402CD7DB662AE64640B5E0455F41664E40548D5E0D50E6464013D21A834E664E40C9ACDEE176E6464013D21A834E664E40992EC4EA8FE646400E492D944C664E40F31B261AA4E646401BDA006C40664E40A69BC420B0E64640AD4D637B2D664E404EECA17DACE6464060764F1E16664E40F92EA52E19E74640D89AADBCE4654E40CE50DCF126E74640CF9F36AAD3654E40B686527B11E746401D3D7E6FD3654E4037A6272CF1E646404AF1F109D9654E401A87FA5DD8E64640459C4EB2D5654E40EA944737C2E64640890AD5CDC5654E40A297512CB7E646404C361E6CB1654E404852D2C3D0E646400E1137A792654E40DCD5ABC8E8E64640C28A53AD85654E40C3D66CE525E74640707B82C476654E40D74B530438E74640D1EB4FE273654E40EAAF575870E7464065355D4F74654E407444BE4BA9E746403DF372D87D654E4038D73043E3E746405CAE7E6C92654E4076525F9676E8464089450C3B8C654E4032005471E3E846403F55850662654E40250516C094E94640F2CEA10C55654E402D08E57D1CED46402592E86514654E40802A6EDC62EC46402F88484DBB624E4026E318C91EE946405E126745D4624E40BF982D5915E94640B16CE690D4624E40C1E5B16664E8464011C8258E3C624E40A9BF5E61C1E746405070B1A206634E4021CD58349DE746401343723271634E406CED7DAA0AE94640FAF19716F5634E403A3C84F1D3E846401EA4A7C821644E40FA25E2ADF3E746405089EB1857644E40978E39CFD8E74640630B410E4A644E4053B131AF23E84640DD5D6743FE634E40A8531EDD08E7464058C6866EF6634E405DFB027AE1E6464008B0C8AF1F644E40C8D0B1834AE646404B581B6327644E4082C64CA25EE646405308E41247644E40B03A72A433E646407CD5CA845F644E40E607AEF204E64640CA37DBDC98644E40F73FC05AB5E54640315EF3AACE644E40F623456458E546409D6516A1D8644E4039B69E211CE54640B2BD16F4DE644E40E789E76C01E5464049F4328AE5644E40A48AE255D6E44640F2CF0CE203654E40E94317D4B7E446407A54FCDF11654E405680EF366FE4464077A1B94E23654E40C51F459DB9E346405FED28CE51654E407767EDB60BE34640C87DAB75E2644E40",2
1023,"103",NULL,NULL,"2023-12-18 03:15:44.725701+03","Участок №-566","0106000020E61000000100000001030000000100000005000000F2272A1BD6CE4640874ECFBBB1644E403F8F519E79CF46408A1D8D43FD664E408A9466F338D44640075DC2A1B7664E4011E15F048DD34640F62686E464644E40F2272A1BD6CE4640874ECFBBB1644E40",3
1024,"93",NULL,NULL,"2023-11-26 15:15:55.008456+03","Участок №314","0106000020E610000001000000010300000001000000050000008A9466F338D44640075DC2A1B7664E40B5DE6FB4E3D446400307B47405694E40D7BD158909DA4640DBF97E6ABC684E401BB96E4A79D946404981053065664E408A9466F338D44640075DC2A1B7664E40",2
1025,"104",NULL,NULL,"2023-12-21 23:13:05.738116+03","Участок №-2090","0106000020E6100000010000000103000000010000000500000011E15F048DD34640F62686E464644E408A9466F338D44640075DC2A1B7664E401BB96E4A79D946404981053065664E405EF58079C8D846407FDAA84E07644E4011E15F048DD34640F62686E464644E40",2
1026,"96",NULL,NULL,"2024-01-13 08:55:19.067044+03","Участок №913","0106000020E6100000010000000103000000010000001A000000252367614FE3464002F4FBFECD654E401C7DCC0704E4464046EC134031684E40E71BD13DEBE84640035C902DCB674E4094DDCCE847E94640BF0D315EF3664E40FED30D1478E9464055682096CD664E407AAA436E86E9464051D9B0A6B2664E40488AC8B08AE94640DD5B9198A0664E40EB353D2828E946400DE02D90A0664E400038F6ECB9E8464073F6CE68AB664E400C21E7FD7FE84640C6A86BED7D664E40795DBF6037E84640C7D6338463664E404485EAE6E2E7464007F0164850664E4069AD68739CE746407BDB4C8578664E40F92D3A596AE74640FB3A70CE88664E40912A8A5759E7464041B96DDFA3664E400283A44FABE64640EE4108C897664E401EE1B4E045E546402828452BF7664E40DACBB6D3D6E44640B4B0A71DFE664E40F44F70B1A2E44640CBF6216FB9664E40E9B81AD995E44640174A26A776664E4018601F9DBAE446405DC30C8D27664E40174850FC18E54640DE57E542E5654E40710168942EE54640CAE2FE23D3654E4098A7734529E546400FB9196EC0654E401C5C3AE63CE54640CF143AAFB1654E40252367614FE3464002F4FBFECD654E40",2
1027,"106",NULL,NULL,"2024-01-27 00:19:29.879022+03","Участок №-2940","0106000020E61000000100000001030000000100000009000000795BE9B5D9DE464019575C1C95634E400DE36E10ADDF4640D7BD158909664E40252367614FE3464002F4FBFECD654E407767EDB60BE34640C87DAB75E2644E4021E7FD7F9CE24640348639419B644E40628731E9EFE34640F27C06D49B634E405796E82CB3E44640778368AD68634E406ADD06B5DFE4464011FFB0A547634E40795BE9B5D9DE464019575C1C95634E40",1
1028,"81",NULL,NULL,"2023-12-24 12:04:28.786109+03","Участок №-984","0106000020E61000000100000001030000000100000006000000EF53556820D04640A565A4DE53694E403DB665C059D04640FBCDC474216A4E40A609DB4FC6D0464075AC527AA66B4E40600322C495D54640287E8CB96B6B4E40B5DE6FB4E3D446400307B47405694E40EF53556820D04640A565A4DE53694E40",2
1029,"108",NULL,NULL,"2024-01-20 01:40:40.170545+03","Участок №-1668","0106000020E61000000100000001030000000100000006000000802A6EDC62EC46402F88484DBB624E402D08E57D1CED46402592E86514654E4047E6913F18F24640844A5CC7B8644E4037FA980F08F24640DDED7A698A644E404FAF946588F1464076C075C58C624E40802A6EDC62EC46402F88484DBB624E40",1
1030,"82",NULL,NULL,"2024-01-19 04:27:50.244763+03","Участок №-2546","0106000020E61000000100000001030000000100000005000000B5DE6FB4E3D446400307B47405694E40600322C495D54640287E8CB96B6B4E403E7B2E5393DA4640A60EF27A306B4E40D7BD158909DA4640DBF97E6ABC684E40B5DE6FB4E3D446400307B47405694E40",3
1031,"85",NULL,NULL,"2024-02-13 00:15:46.188161+03","Участок №-2563","0106000020E610000001000000010300000001000000070000001C7DCC0704E4464046EC134031684E404759BF9998E4464028B517D1766A4E40CEA78E554AE94640849D62D5206A4E401C7BF65CA6E84640DE54A4C2D8684E4023A0C211A4E84640336FD575A8684E40E71BD13DEBE84640035C902DCB674E401C7DCC0704E4464046EC134031684E40",2
1032,"98",NULL,NULL,"2024-02-07 07:59:15.308269+03","Участок №-1491","0106000020E610000001000000010300000001000000060000002D08E57D1CED46402592E86514654E40E10A28D4D3ED4640D236FE4465674E4030815B77F3F24640BFD2F9F02C674E404033880FECF2464012BF620D17674E4047E6913F18F24640844A5CC7B8644E402D08E57D1CED46402592E86514654E40",1
1033,"94",NULL,NULL,"2024-02-10 00:01:24.863802+03","Участок №-1779","0106000020E610000001000000010300000001000000050000001BB96E4A79D946404981053065664E40D7BD158909DA4640DBF97E6ABC684E406C06B8205BE04640CAA65CE15D684E400DE36E10ADDF4640D7BD158909664E401BB96E4A79D946404981053065664E40",2
1034,"105",NULL,NULL,"2023-12-28 16:33:31.420547+03","Участок №908","0106000020E610000001000000010300000001000000050000005EF58079C8D846407FDAA84E07644E401BB96E4A79D946404981053065664E400DE36E10ADDF4640D7BD158909664E40795BE9B5D9DE464019575C1C95634E405EF58079C8D846407FDAA84E07644E40",2
1035,"83",NULL,NULL,"2024-02-13 18:20:56.851214+03","Участок №-590","0106000020E61000000100000001030000000100000005000000D7BD158909DA4640DBF97E6ABC684E403E7B2E5393DA4640A60EF27A306B4E4082AD122C0EE1464072DF6A9DB86A4E406C06B8205BE04640CAA65CE15D684E40D7BD158909DA4640DBF97E6ABC684E40",1
1036,"109",NULL,NULL,"2023-11-23 04:48:52.020549+03","Участок №-554","0106000020E610000001000000010300000001000000490000004FAF946588F1464076C075C58C624E4037FA980F08F24640DDED7A698A644E4028999CDA19F64640FDC0559E40644E40C24D469561F646404205871744644E40D4F2035779F64640179CC1DF2F644E408A93FB1D8AF646404888F2052D644E4067994528B6F64640A5C0029832644E40AE2EA704C4F646402A3BFDA02E644E4021C9ACDEE1F646407C61325530644E406FF1F09E03F74640FF05820019644E40C4B3041901F7464041D829560D644E4001C3F2E7DBF64640C18F6AD8EF634E40A67EDE54A4F646409947FE60E0634E402C616D8C9DF64640CF9F36AAD3634E404EECA17DACF6464017299485AF634E40E0826C59BEF64640AC1BEF8E8C634E40706072A3C8F6464018062CB98A634E403317B83CD6F646408675E3DD91634E403E7AC37DE4F6464006D50627A2634E40616D8C9DF0F646409E0B23BDA8634E407EA99F3715F7464014083BC5AA634E40AD50A4FB39F746408126C286A7634E400DDE57E542F7464097C9703C9F634E404A44F81741F746406B7D91D096634E409FE925C632F746406B2C616D8C634E40CB129D6516F746406A50340F60634E40BAA1293BFDF64640815B77F354634E408E041A6CEAF646408D09319754634E40A297512CB7F64640CF49EF1B5F634E408461C092ABF6464054C4E9245B634E40D8EF8975AAF646407590D78349634E40DB34B6D782F64640BCEB6CC83F634E40B56B425A63F64640FC7266BB42634E409372F7393EF64640810A47904A634E40DF8AC40435F6464066C1C41F45634E409F03CB1132F64640A20A7F8637634E4038F3AB3940F646409E98F56228634E40EAD0E97937F64640E9482EFF21634E4033C2DB8310F646409FAF592E1B634E409F8F32E202F64640EA76F69507634E409F8F32E202F64640A3AD4A22FB624E40DF3312A111F646400F4757E9EE624E40C7116BF129F6464077DCF0BBE9624E400D6D003620F64640BCE6559DD5624E408A3DB48F15F64640CB64389ECF624E40B000A60C1CF646407D76C075C5624E401EC18D942DF64640EECC04C3B9624E4017B9A7AB3BF6464087FD9E58A7624E40AC36FFAF3AF64640AFEE586C93624E40D80E46EC13F64640598AE42B81624E403E0801F912F646403750E09D7C624E400DC51D6FF2F546401FD7868A71624E40F29881CAF8F54640CAC342AD69624E40D2510E6613F64640E21FB6F468624E40FC3559A31EF646406902452C62624E40A779C7293AF64640AE4676A565624E4058A835CD3BF6464078B471C45A624E4093C3279D48F646405C035B2558624E40E3DF675C38F6464045D5AF743E624E4067B8019F1FF64640054EB6813B624E405917B7D100F6464067B8019F1F624E4071395E81E8F546402CBAF59A1E624E40FA9AE5B2D1F54640E126A3CA30624E407FF8F9EFC1F54640DE054A0A2C624E403E3DB665C0F546404012F6ED24624E40CDACA580B4F54640B742588D25624E403BE2900DA4F54640680932022A624E40C173EFE192F546402191B6F127624E40147B681F2BF44640F0FB372F4E624E40A2D5C9198AF346409A05DA1D52624E40C03C64CA87F24640DFE1766858624E4017670C7382F24640E6AE25E483624E404FAF946588F1464076C075C58C624E40",3
1037,"95",NULL,NULL,"2023-11-28 16:38:37.949239+03","Участок №-1820","0106000020E610000001000000010300000001000000050000000DE36E10ADDF4640D7BD158909664E406C06B8205BE04640CAA65CE15D684E401C7DCC0704E4464046EC134031684E40252367614FE3464002F4FBFECD654E400DE36E10ADDF4640D7BD158909664E40",3
1038,"86",NULL,NULL,"2023-12-03 11:57:28.543643+03","Участок №637","0106000020E61000000100000001030000000100000008000000CEA78E554AE94640849D62D5206A4E408CBD175FB4E94640990CC7F3196A4E40F2D1E28C61EE46402CEFAA07CC694E40E10A28D4D3ED4640D236FE4465674E40E71BD13DEBE84640035C902DCB674E4023A0C211A4E84640336FD575A8684E401C7BF65CA6E84640DE54A4C2D8684E40CEA78E554AE94640849D62D5206A4E40",2
1039,"97",NULL,NULL,"2024-01-22 08:48:50.434656+03","Участок №-2858","0106000020E6100000010000000103000000010000000B000000E71BD13DEBE84640035C902DCB674E40E10A28D4D3ED4640D236FE4465674E402D08E57D1CED46402592E86514654E40250516C094E94640F2CEA10C55654E4041F4A44C6AEA464042D2A755F4654E40A30227DBC0E94640AED7F4A0A0664E40488AC8B08AE94640DD5B9198A0664E407AAA436E86E9464051D9B0A6B2664E40FED30D1478E9464055682096CD664E4094DDCCE847E94640BF0D315EF3664E40E71BD13DEBE84640035C902DCB674E40",1
1040,"77",NULL,NULL,"2024-01-28 03:26:09.954767+03","Участок №-1755","0106000020E61000000100000001030000000100000005000000DA54DD239BF34640E813799274694E40A1478C9E5BF44640FD4CBD6E116C4E40850838842AF94640F92CCF83BB6B4E401E8CD82780F846409BABE63922694E40DA54DD239BF34640E813799274694E40",3
1041,"84",NULL,NULL,"2024-02-10 20:12:36.304173+03","Участок №-10","0106000020E610000001000000010300000001000000050000006C06B8205BE04640CAA65CE15D684E4082AD122C0EE1464072DF6A9DB86A4E404759BF9998E4464028B517D1766A4E401C7DCC0704E4464046EC134031684E406C06B8205BE04640CAA65CE15D684E40",2
1042,"87",NULL,NULL,"2024-01-03 07:00:58.4728+03","Участок №-2773","0106000020E61000000100000001030000000100000005000000E10A28D4D3ED4640D236FE4465674E40F2D1E28C61EE46402CEFAA07CC694E40DA54DD239BF34640E813799274694E4030815B77F3F24640BFD2F9F02C674E40E10A28D4D3ED4640D236FE4465674E40",2
1043,"76",NULL,NULL,"2023-12-17 12:53:23.145342+03","Участок №-461","0106000020E61000000100000001030000000100000006000000F2D1E28C61EE46402CEFAA07CC694E40D1C952EBFDEE46403DF03158716C4E40772CB64945EF4640F22213F06B6C4E40A1478C9E5BF44640FD4CBD6E116C4E40DA54DD239BF34640E813799274694E40F2D1E28C61EE46402CEFAA07CC694E40",1
1044,"41",NULL,NULL,"2024-01-31 10:28:57.374113+03","Участок №-2981","0106000020E61000000100000001030000000100000006000000CE177B2FBEF046403F90BC7328714E4034F8FBC56CF14640438D429259734E405ED5592DB0F146402E90A0F831744E4001F8A75489F646405DBF60376C734E40D4EE5701BEF546408EE733A0DE704E40CE177B2FBEF046403F90BC7328714E40",3
1045,"64",NULL,NULL,"2023-12-01 19:15:37.567515+03","Участок №-1641","0106000020E61000000100000001030000000100000006000000772CB64945EF4640F22213F06B6C4E40234BE658DEEF46401A19E42EC26E4E40806264C91CF34640880E8123816E4E40FC3905F9D9F446409D9B36E3346E4E40A1478C9E5BF44640FD4CBD6E116C4E40772CB64945EF4640F22213F06B6C4E40",2
1046,"32",NULL,NULL,"2023-12-13 12:11:40.358321+03","Участок №-1897","0106000020E6100000010000000103000000010000000600000001F8A75489F646405DBF60376C734E400EF5BBB035F746400DA9A27895754E402654707841FC4640789ACC785B754E403F8F519E79FB464021787C7BD7724E401A355F251FF946406477819202734E4001F8A75489F646405DBF60376C734E40",2
1047,"31",NULL,NULL,"2024-01-17 07:38:03.777229+03","Участок №743","0106000020E610000001000000010300000001000000050000005ED5592DB0F146402E90A0F831744E40B1A206D330F246405B0BB3D0CE754E400EF5BBB035F746400DA9A27895754E4001F8A75489F646405DBF60376C734E405ED5592DB0F146402E90A0F831744E40",1
1048,"39",NULL,NULL,"2023-12-13 15:12:04.771548+03","Участок №-282","0106000020E61000000100000001030000000100000017000000CA8D226B0DE746404FE8F527F1714E40C5025FD1ADE74640E564E25641744E40282A1BD654EC464066101FD8F1734E40D11E2FA4C3EB46406BF0BE2A17724E406B60AB048BEB464060764F1E16724E40A699EE7552EB4640A088450C3B724E40603FC4060BEB4640C879FF1F27724E4071AAB5300BEB4640DBC1887D02724E4007EE409DF2EA4640EE77280AF4714E4021037976F9EA464004ADC090D5714E40A1681EC022EB464026E1421EC1714E4014B2F33636EB4640A8514832AB714E40003620425CEB46407E569929AD714E40F0DAA50D87EB464054C37E4FAC714E400490DAC4C9EB46403ECF9F36AA714E40EE26F8A6E9EB46408CA03193A8714E4075ABE7A4F7EB4640C190D5AD9E714E40A52E19C748EC46401570CFF3A7714E406760E4654DEC4640A51309A69A714E407BF99D2633EC464004AE2B6684714E4057B1F84D61EB4640FA0967B796714E40438D429259EB464041B62C5F97714E40CA8D226B0DE746404FE8F527F1714E40",2
1049,"29",NULL,NULL,"2023-12-17 19:22:10.76595+03","Участок №448","0106000020E61000000100000001030000000100000006000000C5025FD1ADE74640E564E25641744E40874F3A9160E84640A7CF0EB8AE764E40613255302AED4640CEC133A149764E403B8C497F2FED464069FCC22B49764E40282A1BD654EC464066101FD8F1734E40C5025FD1ADE74640E564E25641744E40",2
1050,"30",NULL,NULL,"2023-12-18 13:56:53.848878+03","Участок №86","0106000020E61000000100000001030000000100000007000000282A1BD654EC464066101FD8F1734E403B8C497F2FED464069FCC22B49764E40AF997CB3CDEF464052431B800D764E40B1A206D330F246405B0BB3D0CE754E405ED5592DB0F146402E90A0F831744E4034F8FBC56CF14640438D429259734E40282A1BD654EC464066101FD8F1734E40",2
1051,"40",NULL,NULL,"2024-02-08 03:40:51.188345+03","Участок №380","0106000020E6100000010000000103000000010000000F000000D11E2FA4C3EB46406BF0BE2A17724E40282A1BD654EC464066101FD8F1734E4034F8FBC56CF14640438D429259734E40CE177B2FBEF046403F90BC7328714E40A4C343183FED46403C6876DD5B714E407100FDBE7FED4640AEB7CD5488714E407E1CCD9195ED464023D74D29AF714E40CAF962EFC5ED464023DDCF29C8714E403F541A31B3ED464004CAA65CE1714E4040A6B5696CED4640C47C7901F6714E40EBC726F911ED4640BFF38B12F4714E404D840D4FAFEC4640C05B2041F1714E40D26D895C70EC464039ED293927724E406380441328EC464057CC086F0F724E40D11E2FA4C3EB46406BF0BE2A17724E40",2
1052,"3",NULL,NULL,"2023-12-22 01:22:01.94279+03","Участок №-65","0106000020E61000000100000001030000000100000008000000F1D5A92F86E14640B705151F1A814E4004E39C9C95E24640A56A938908814E4095021412BBE546406AA986EFD2804E40354C127204E64640D36F91BDCE804E408D3AA1D963E64640FDB37261C8804E4097AB1F9BE4E54640541D7233DC7E4E401EA8531EDDE046409DD9AED0077F4E40F1D5A92F86E14640B705151F1A814E40",3
1053,"38",NULL,NULL,"2024-02-10 01:51:50.168665+03","Участок №-2349","0106000020E61000000100000001030000000100000006000000F7729F1C05E246404F2157EA59724E40912C6002B7E24640A4A833F790744E40C5025FD1ADE74640E564E25641744E40CA8D226B0DE746404FE8F527F1714E40FE0A992B83E646404948A46DFC714E40F7729F1C05E246404F2157EA59724E40",1
1054,"27",NULL,NULL,"2024-01-18 13:18:02.597761+03","Участок №576","0106000020E610000001000000010300000001000000060000006A4FC939B1DD4640000341800C754E40EACBD24ECDDD464061C3D32B65754E409337C0CC77DE4640A7751BD47E774E40DAE6C6F484E346402B4F20EC14774E40912C6002B7E24640A4A833F790744E406A4FC939B1DD4640000341800C754E40",2
